club,asset,wikimedia_file,direct_url,license,wikipedia_page
team-jayco-alula,crest,File:MaillotAustralia.PNG,https://upload.wikimedia.org/wikipedia/commons/b/b4/MaillotAustralia.PNG?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Team Jayco–AlUla (men's team)
team-picnic-postnl,crest,File:Team Picnic–PostNL logo.png,https://upload.wikimedia.org/wikipedia/en/6/67/Team_Picnic%E2%80%93PostNL_logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Team Picnic–PostNL (men's team)
team-visma-lease-a-bike,crest,File:Visma-Lease a Bike logo.svg,https://upload.wikimedia.org/wikipedia/en/b/be/Visma-Lease_a_Bike_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Visma–Lease a Bike (men's team)
tennessee-titans,crest,File:Tennessee Titans Logo 2026.svg,https://upload.wikimedia.org/wikipedia/en/5/53/Tennessee_Titans_Logo_2026.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Tennessee Titans
texas-rangers,crest,"File:Lone Star High School (Frisco, Texas) logo.svg",https://upload.wikimedia.org/wikipedia/en/d/d5/Lone_Star_High_School_%28Frisco%2C_Texas%29_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Texas Rangers
torino,crest,File:Torino FC Logo.svg,https://upload.wikimedia.org/wikipedia/en/2/2e/Torino_FC_Logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Torino FC
torino,kit-away,File:Kit body torino2627a.png,https://upload.wikimedia.org/wikipedia/commons/7/75/Kit_body_torino2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Torino FC
torino,kit-home,File:Kit body torino2627h.png,https://upload.wikimedia.org/wikipedia/commons/3/39/Kit_body_torino2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Torino FC
torino,kit-third,File:Kit body torino2627t.png,https://upload.wikimedia.org/wikipedia/commons/2/25/Kit_body_torino2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Torino FC
toronto-blue-jays,crest,File:Toronto Blue Jay Primary Logo.svg,https://upload.wikimedia.org/wikipedia/en/c/cc/Toronto_Blue_Jay_Primary_Logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Toronto Blue Jays
toronto-fc,crest,File:Toronto FC Logo.svg,https://upload.wikimedia.org/wikipedia/en/7/7c/Toronto_FC_Logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Toronto FC
toronto-fc,kit-home,File:Kit body TFC 07h.png,https://upload.wikimedia.org/wikipedia/commons/1/18/Kit_body_TFC_07h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Toronto FC
toronto-raptors,crest,File:Toronto Raptors logo.svg,https://upload.wikimedia.org/wikipedia/en/3/36/Toronto_Raptors_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Toronto Raptors
toronto-raptors,kit-home,File:Kit body 2017-18 TOR city.png,https://upload.wikimedia.org/wikipedia/commons/0/04/Kit_body_2017-18_TOR_city.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Toronto Raptors
tottenham-hotspur,crest,File:Tottenham Hotspur.svg,https://upload.wikimedia.org/wikipedia/en/b/b4/Tottenham_Hotspur.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Tottenham Hotspur F.C.
tottenham-hotspur,kit-away,File:Kit body tottenham2627a.png,https://upload.wikimedia.org/wikipedia/commons/8/83/Kit_body_tottenham2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Tottenham Hotspur F.C.
tottenham-hotspur,kit-home,File:Kit body tottenham2627h.png,https://upload.wikimedia.org/wikipedia/commons/3/32/Kit_body_tottenham2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Tottenham Hotspur F.C.
tottenham-hotspur,kit-third,File:Kit body tottenham2627t.png,https://upload.wikimedia.org/wikipedia/commons/6/6e/Kit_body_tottenham2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Tottenham Hotspur F.C.
toulouse-fc,crest,File:Toulouse FC 2018 logo.svg,https://upload.wikimedia.org/wikipedia/en/6/63/Toulouse_FC_2018_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Toulouse FC
toulouse-fc,kit-away,File:Kit body toulouse2526a.png,https://upload.wikimedia.org/wikipedia/commons/9/97/Kit_body_toulouse2526a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Toulouse FC
toulouse-fc,kit-home,File:Kit body toulouse2526h.png,https://upload.wikimedia.org/wikipedia/commons/0/08/Kit_body_toulouse2526h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Toulouse FC
toulouse-fc,kit-third,File:Kit body toulouse2526t.png,https://upload.wikimedia.org/wikipedia/commons/5/54/Kit_body_toulouse2526t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Toulouse FC
tsg-hoffenheim,crest,File:Logo TSG Hoffenheim.svg,https://upload.wikimedia.org/wikipedia/commons/e/e7/Logo_TSG_Hoffenheim.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,TSG 1899 Hoffenheim
tsg-hoffenheim,kit-away,File:Kit body hoffenheim2627a.png,https://upload.wikimedia.org/wikipedia/commons/e/e5/Kit_body_hoffenheim2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,TSG 1899 Hoffenheim
tsg-hoffenheim,kit-home,File:Kit body hoffenheim2627h.png,https://upload.wikimedia.org/wikipedia/commons/7/7d/Kit_body_hoffenheim2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,TSG 1899 Hoffenheim
tsg-hoffenheim,kit-third,File:Kit body hoffenheim2627t.png,https://upload.wikimedia.org/wikipedia/commons/f/f4/Kit_body_hoffenheim2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,TSG 1899 Hoffenheim
tunisia,crest,File:Ez-Zitouna University logo.png,https://upload.wikimedia.org/wikipedia/en/4/49/Ez-Zitouna_University_logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Tunisia
turkey,crest,File:Naval Academy (Turkey) crest.png,https://upload.wikimedia.org/wikipedia/en/5/57/Naval_Academy_%28Turkey%29_crest.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Turkey
uae-team-emirates-xrg,crest,File:UAE Team Emirates.png,https://upload.wikimedia.org/wikipedia/en/c/c8/UAE_Team_Emirates.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),UAE Team Emirates XRG
udinese,crest,File:Udinese Calcio logo.svg,https://upload.wikimedia.org/wikipedia/en/c/ce/Udinese_Calcio_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Udinese Calcio
udinese,kit-away,File:Kit body udinese2627A.png,https://upload.wikimedia.org/wikipedia/commons/1/10/Kit_body_udinese2627A.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Udinese Calcio
udinese,kit-home,File:Kit body udinese2627h.png,https://upload.wikimedia.org/wikipedia/commons/1/1b/Kit_body_udinese2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Udinese Calcio
udinese,kit-third,File:Kit body udinese2627t.png,https://upload.wikimedia.org/wikipedia/commons/f/f9/Kit_body_udinese2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Udinese Calcio
union-berlin,crest,File:1. FC Union Berlin Logo.svg,https://upload.wikimedia.org/wikipedia/commons/4/44/1._FC_Union_Berlin_Logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,1. FC Union Berlin
union-berlin,kit-away,File:Kit body unionberlin2627a.png,https://upload.wikimedia.org/wikipedia/commons/e/ef/Kit_body_unionberlin2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,1. FC Union Berlin
union-berlin,kit-home,File:Kit body unionberlin2627h.png,https://upload.wikimedia.org/wikipedia/commons/e/e0/Kit_body_unionberlin2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,1. FC Union Berlin
union-berlin,kit-third,File:Kit body unionberlin2627t.png,https://upload.wikimedia.org/wikipedia/commons/8/8b/Kit_body_unionberlin2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,1. FC Union Berlin
united-states,crest,File:Antrim GAA crest.png,https://upload.wikimedia.org/wikipedia/en/1/1a/Antrim_GAA_crest.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),United States
uno-x-mobility,crest,File:Uno X logo 1999.svg,https://upload.wikimedia.org/wikipedia/commons/2/2b/Uno_X_logo_1999.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Uno-X Mobility
uruguay,crest,File:UruguayanAmericanSchoollogo.png,https://upload.wikimedia.org/wikipedia/en/2/2f/UruguayanAmericanSchoollogo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Uruguay
utah-jazz,crest,File:Utah Jazz logo 2025.svg,https://upload.wikimedia.org/wikipedia/en/7/77/Utah_Jazz_logo_2025.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Utah Jazz
utah-jazz,kit-home,File:Kit body '25 Utah Jazz association.png,https://upload.wikimedia.org/wikipedia/commons/c/ca/Kit_body_%2725_Utah_Jazz_association.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Utah Jazz
utah-jazz,kit-third,File:Kit body '25 Utah Jazz statement.png,https://upload.wikimedia.org/wikipedia/commons/c/cf/Kit_body_%2725_Utah_Jazz_statement.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Utah Jazz
uzbekistan,crest,File:Uzbekistan Football Association logo.png,https://upload.wikimedia.org/wikipedia/commons/d/db/Uzbekistan_Football_Association_logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Uzbekistan
valencia,crest,File:Valenciacf.svg,https://upload.wikimedia.org/wikipedia/en/c/ce/Valenciacf.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Valencia CF
valencia,kit-away,File:Kit body valencia2627a.png,https://upload.wikimedia.org/wikipedia/commons/d/d9/Kit_body_valencia2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Valencia CF
valencia,kit-home,File:Kit body valencia2627h.png,https://upload.wikimedia.org/wikipedia/commons/2/2b/Kit_body_valencia2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Valencia CF
vancouver-whitecaps,crest,File:Vancouver Whitecaps logo.svg,https://upload.wikimedia.org/wikipedia/commons/7/7c/Vancouver_Whitecaps_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Vancouver Whitecaps FC
vancouver-whitecaps,kit-home,File:Kit body WHITECAPS 11h.png,https://upload.wikimedia.org/wikipedia/commons/6/6f/Kit_body_WHITECAPS_11h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Vancouver Whitecaps FC
venezia,crest,File:Venezia FC crest.svg,https://upload.wikimedia.org/wikipedia/en/3/39/Venezia_FC_crest.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Venezia FC
venezia,kit-home,File:Kit body venezia2627h.png,https://upload.wikimedia.org/wikipedia/commons/7/74/Kit_body_venezia2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Venezia FC
venezia,kit-third,File:Kit body venezia2627t.png,https://upload.wikimedia.org/wikipedia/commons/6/6d/Kit_body_venezia2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Venezia FC
vfb-stuttgart,crest,File:VfB Stuttgart 1893 Logo.svg,https://upload.wikimedia.org/wikipedia/commons/e/eb/VfB_Stuttgart_1893_Logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,VfB Stuttgart
vfb-stuttgart,kit-away,File:Kit body stuttgart2627a.png,https://upload.wikimedia.org/wikipedia/commons/8/81/Kit_body_stuttgart2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,VfB Stuttgart
vfb-stuttgart,kit-home,File:Kit body stuttgart2627h.png,https://upload.wikimedia.org/wikipedia/commons/6/65/Kit_body_stuttgart2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,VfB Stuttgart
vfb-stuttgart,kit-third,File:Kit body stuttgart2627t.png,https://upload.wikimedia.org/wikipedia/commons/c/cc/Kit_body_stuttgart2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,VfB Stuttgart
vfl-wolfsburg,crest,File:VfL Wolfsburg logo 2026.svg,https://upload.wikimedia.org/wikipedia/commons/c/c5/VfL_Wolfsburg_logo_2026.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,VfL Wolfsburg
vfl-wolfsburg,kit-away,File:Kit body wolfsburg2526A.png,https://upload.wikimedia.org/wikipedia/commons/2/2c/Kit_body_wolfsburg2526A.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,VfL Wolfsburg
vfl-wolfsburg,kit-home,File:Kit body wolfsburg2526h.png,https://upload.wikimedia.org/wikipedia/commons/3/3c/Kit_body_wolfsburg2526h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,VfL Wolfsburg
viking-fk,crest,File:Viking FK logo 2020.svg,https://upload.wikimedia.org/wikipedia/en/1/13/Viking_FK_logo_2020.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Viking FK
viking-fk,kit-away,File:Kit body viking21a.png,https://upload.wikimedia.org/wikipedia/commons/7/77/Kit_body_viking21a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Viking FK
viking-fk,kit-home,File:Kit body viking21h.png,https://upload.wikimedia.org/wikipedia/commons/b/b9/Kit_body_viking21h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Viking FK
villarreal,crest,File:Villarreal CF logo-en.svg,https://upload.wikimedia.org/wikipedia/en/b/b9/Villarreal_CF_logo-en.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Villarreal CF
villarreal,kit-away,File:Kit body villarreal2627a.png,https://upload.wikimedia.org/wikipedia/commons/0/01/Kit_body_villarreal2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Villarreal CF
villarreal,kit-home,File:Kit body villarreal2627h.png,https://upload.wikimedia.org/wikipedia/commons/a/af/Kit_body_villarreal2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Villarreal CF
villarreal,kit-third,File:Kit body villarreal2627t.png,https://upload.wikimedia.org/wikipedia/commons/8/8d/Kit_body_villarreal2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Villarreal CF
washington-commanders,crest,File:Washington Commanders logo.svg,https://upload.wikimedia.org/wikipedia/commons/0/0c/Washington_Commanders_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Washington Commanders
washington-nationals,crest,File:Washington Nationals logo.svg,https://upload.wikimedia.org/wikipedia/commons/a/a3/Washington_Nationals_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Washington Nationals
washington-wizards,crest,File:Washington Wizards logo.svg,https://upload.wikimedia.org/wikipedia/en/0/02/Washington_Wizards_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Washington Wizards
washington-wizards,kit-home,File:Kit body '17 Washington Wizards association.png,https://upload.wikimedia.org/wikipedia/commons/d/de/Kit_body_%2717_Washington_Wizards_association.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Washington Wizards
washington-wizards,kit-third,File:Kit body '24 Washington Wizards statement.png,https://upload.wikimedia.org/wikipedia/commons/e/e2/Kit_body_%2724_Washington_Wizards_statement.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Washington Wizards
werder-bremen,crest,File:SV-Werder-Bremen-Logo.svg,https://upload.wikimedia.org/wikipedia/commons/b/be/SV-Werder-Bremen-Logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,SV Werder Bremen
werder-bremen,kit-away,File:Kit body werder2627a.png,https://upload.wikimedia.org/wikipedia/commons/0/08/Kit_body_werder2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,SV Werder Bremen
werder-bremen,kit-home,File:Kit body werder2627h.png,https://upload.wikimedia.org/wikipedia/commons/8/83/Kit_body_werder2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,SV Werder Bremen
werder-bremen,kit-third,File:Kit body werder2627t.png,https://upload.wikimedia.org/wikipedia/commons/9/91/Kit_body_werder2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,SV Werder Bremen
williams,crest,File:Racing logo.png,https://upload.wikimedia.org/wikipedia/commons/b/bc/Racing_logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Atlassian Williams F1 Team
xds-astana-team,crest,File:MaillotItalia.svg,https://upload.wikimedia.org/wikipedia/commons/8/8d/MaillotItalia.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,XDS Astana Team
